Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 64.0.3282.186,,2018-10-29 07:48:12,2018-10-29 07:48:27,15.042s,PASSED
verifyElementPresent,Chrome 64.0.3282.186,,2018-10-29 07:48:27,2018-10-29 07:48:30,2.859s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CSAHearingsAppeals,Chrome 64.0.3282.186,,2018-10-29 07:48:30,2018-10-29 07:48:42,12.092s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:48:41,2018-10-29 07:48:42,1.092s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - PlannedBuildingGroups,Chrome 64.0.3282.186,,2018-10-29 07:48:42,2018-10-29 07:49:03,20.432s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:48:54,2018-10-29 07:48:57,2.997s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:48:57,2018-10-29 07:48:57,0.232s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:48:57,2018-10-29 07:49:00,2.403s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:49:00,2018-10-29 07:49:03,3.206s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - eBiz,Chrome 64.0.3282.186,,2018-10-29 07:49:03,2018-10-29 07:49:16,13.007s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:49:14,2018-10-29 07:49:15,0.664s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:49:15,2018-10-29 07:49:15,0.772s,PASSED
setEncryptedText,Chrome 64.0.3282.186,,2018-10-29 07:49:15,2018-10-29 07:49:16,0.263s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:49:16,2018-10-29 07:49:16,0.244s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - LicenseHearings,Chrome 64.0.3282.186,,2018-10-29 07:49:16,2018-10-29 07:50:02,45.870s,FAILED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:49:28,2018-10-29 07:49:31,2.073s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:49:31,2018-10-29 07:50:02,31.294s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - RecyclingDirectory,Chrome 64.0.3282.186,,2018-10-29 07:50:02,2018-10-29 07:50:16,13.664s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:50:13,2018-10-29 07:50:15,1.479s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:50:15,2018-10-29 07:50:16,0.786s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:50:16,2018-10-29 07:50:16,0.190s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - DIAPayments,Chrome 64.0.3282.186,,2018-10-29 07:50:16,2018-10-29 07:50:30,14.389s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:50:27,2018-10-29 07:50:27,0.387s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:50:27,2018-10-29 07:50:28,0.196s,PASSED
waitForElementClickable,Chrome 64.0.3282.186,,2018-10-29 07:50:28,2018-10-29 07:50:28,0.107s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:50:28,2018-10-29 07:50:30,2.536s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - InmateSearch,Chrome 64.0.3282.186,,2018-10-29 07:50:30,2018-10-29 07:50:45,14.593s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:50:43,2018-10-29 07:50:44,0.370s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:50:44,2018-10-29 07:50:44,0.340s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:50:44,2018-10-29 07:50:44,0.169s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:50:44,2018-10-29 07:50:45,0.687s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CouncilBills,Chrome 64.0.3282.186,,2018-10-29 07:50:45,2018-10-29 07:51:05,20.194s,FAILED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:50:57,2018-10-29 07:51:00,2.975s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:51:00,2018-10-29 07:51:05,4.878s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:51:05,2018-10-29 07:51:05,0.554s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - VoterRegistration,Chrome 64.0.3282.186,,2018-10-29 07:51:05,2018-10-29 07:51:20,14.969s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:51:18,2018-10-29 07:51:20,1.414s,PASSED
Statement - titleWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 64.0.3282.186,,2018-10-29 07:51:20,2018-10-29 07:51:20,0.224s,PASSED
verifyMatch,Chrome 64.0.3282.186,,2018-10-29 07:51:20,2018-10-29 07:51:20,0.213s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ParkCitations,Chrome 64.0.3282.186,,2018-10-29 07:51:20,2018-10-29 07:51:34,14.049s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:51:33,2018-10-29 07:51:34,1.091s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:51:34,2018-10-29 07:51:34,0.218s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CSAHearingsMediation,Chrome 64.0.3282.186,,2018-10-29 07:51:34,2018-10-29 07:51:48,13.160s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:51:47,2018-10-29 07:51:48,1.004s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - WaitlistEL,Chrome 64.0.3282.186,,2018-10-29 07:51:48,2018-10-29 07:52:02,14.545s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:52:01,2018-10-29 07:52:01,0.639s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:52:01,2018-10-29 07:52:02,0.607s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:52:02,2018-10-29 07:52:02,0.172s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ElectionResults,Chrome 64.0.3282.186,,2018-10-29 07:52:02,2018-10-29 07:52:17,14.803s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:52:16,2018-10-29 07:52:16,0.532s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:52:16,2018-10-29 07:52:17,1.086s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - PoliceRecords,Chrome 64.0.3282.186,,2018-10-29 07:52:17,2018-10-29 07:52:31,13.988s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:52:30,2018-10-29 07:52:30,0.707s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:52:30,2018-10-29 07:52:31,0.815s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ArtsVenues-AdvancedDeposit,Chrome 64.0.3282.186,Verify you can get to page and interact with an element,2018-10-29 07:52:31,2018-10-29 07:52:48,16.509s,FAILED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:52:44,2018-10-29 07:52:47,3.629s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:52:47,2018-10-29 07:52:48,0.623s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - eForclosure,Chrome 64.0.3282.186,,2018-10-29 07:52:48,2018-10-29 07:53:32,43.929s,FAILED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:53:00,2018-10-29 07:53:00,0.148s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:53:00,2018-10-29 07:53:32,31.398s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - ElectionArchive,Chrome 64.0.3282.186,,2018-10-29 07:53:32,2018-10-29 07:53:47,14.744s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:53:46,2018-10-29 07:53:47,0.793s,PASSED
getWindowTitle,Chrome 64.0.3282.186,,2018-10-29 07:53:47,2018-10-29 07:53:47,0.050s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - BuldingPermitStatus,Chrome 64.0.3282.186,,2018-10-29 07:53:47,2018-10-29 07:54:01,14.302s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:53:58,2018-10-29 07:53:59,0.398s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:53:59,2018-10-29 07:53:59,0.345s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:53:59,2018-10-29 07:53:59,0.152s,PASSED
verifyElementVisible,Chrome 64.0.3282.186,,2018-10-29 07:53:59,2018-10-29 07:54:01,1.815s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - TieBookSearch,Chrome 64.0.3282.186,,2018-10-29 07:54:01,2018-10-29 07:54:20,19.177s,FAILED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:54:13,2018-10-29 07:54:15,2.010s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:54:15,2018-10-29 07:54:15,0.277s,PASSED
setText,Chrome 64.0.3282.186,,2018-10-29 07:54:15,2018-10-29 07:54:16,0.207s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:54:16,2018-10-29 07:54:20,3.875s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:54:20,2018-10-29 07:54:20,0.655s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - PoliceClasses,Chrome 64.0.3282.186,,2018-10-29 07:54:20,2018-10-29 07:54:33,12.790s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:54:32,2018-10-29 07:54:33,0.590s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:54:33,2018-10-29 07:54:33,0.299s,PASSED
click,Chrome 64.0.3282.186,,2018-10-29 07:54:33,2018-10-29 07:54:33,0.146s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - Waitlist,Chrome 64.0.3282.186,,2018-10-29 07:54:33,2018-10-29 07:54:46,13.187s,PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-10-29 07:54:45,2018-10-29 07:54:46,1.728s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 64.0.3282.186,,2018-10-29 07:54:46,2018-10-29 07:54:46,0.022s,PASSED
verifyMatch,Chrome 64.0.3282.186,,2018-10-29 07:54:46,2018-10-29 07:54:46,0.013s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CompostSignup,Chrome 64.0.3282.186,,2018-10-29 07:54:46,2018-10-29 07:54:47,0.145s,PASSED
