Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:52:49,2018-10-30 12:52:50,1.432s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:52:50,2018-10-30 12:52:50,0.113s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - RecyclingSignup,Chrome 64.0.3282.167,,2018-10-30 12:52:50,2018-10-30 12:53:35,44.222s,FAILED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:52:51,2018-10-30 12:52:53,2.662s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:52:53,2018-10-30 12:52:53,0.139s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:52:53,2018-10-30 12:52:54,0.091s,PASSED
waitForElementPresent,Chrome 64.0.3282.167,,2018-10-30 12:52:54,2018-10-30 12:53:03,8.972s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:03,2018-10-30 12:53:35,32.164s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - CampaignFinanceReports,Chrome 64.0.3282.167,,2018-10-30 12:53:35,2018-10-30 12:53:43,8.099s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:35,2018-10-30 12:53:36,0.679s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:53:36,2018-10-30 12:53:37,1.724s,PASSED
waitForElementPresent,Chrome 64.0.3282.167,,2018-10-30 12:53:37,2018-10-30 12:53:43,5.469s,PASSED
"Statement - attribute = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_Denver Elections Division  Cam/NumberOfResults), ""value"")",Chrome 64.0.3282.167,,2018-10-30 12:53:43,2018-10-30 12:53:43,0.002s,NOT_RUN
,,,,,,
Test Cases/Denvergov/Denvergov - LandSurveyPlats,Chrome 64.0.3282.167,,2018-10-30 12:53:43,2018-10-30 12:53:44,1.414s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:43,2018-10-30 12:53:43,0.335s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-10-30 12:53:43,2018-10-30 12:53:44,0.372s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:44,2018-10-30 12:53:44,0.529s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - City Attorney Search,Chrome 64.0.3282.167,,2018-10-30 12:53:44,2018-10-30 12:53:45,0.834s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:44,2018-10-30 12:53:45,0.296s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:53:45,2018-10-30 12:53:45,0.276s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:45,2018-10-30 12:53:45,0.086s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CityContracts,Chrome 64.0.3282.167,,2018-10-30 12:53:45,2018-10-30 12:53:46,0.602s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:45,2018-10-30 12:53:46,0.330s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:46,2018-10-30 12:53:46,0.093s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - Denver8Schedule,Chrome 64.0.3282.167,,2018-10-30 12:53:46,2018-10-30 12:53:50,4.274s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:46,2018-10-30 12:53:50,3.686s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:50,2018-10-30 12:53:50,0.374s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - RecyclingAdmin,Chrome 64.0.3282.167,,2018-10-30 12:53:50,2018-10-30 12:53:53,3.422s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:50,2018-10-30 12:53:53,3.124s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:53,2018-10-30 12:53:53,0.093s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - OpenDataCatalog,Chrome 64.0.3282.167,,2018-10-30 12:53:53,2018-10-30 12:53:55,1.252s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:54,2018-10-30 12:53:54,0.404s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:54,2018-10-30 12:53:55,0.564s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:53:55,2018-10-30 12:53:55,0.083s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CSAHearingsFileSearch,Chrome 64.0.3282.167,,2018-10-30 12:53:55,2018-10-30 12:54:00,5.379s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:53:55,2018-10-30 12:53:56,1.221s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:53:56,2018-10-30 12:54:00,3.765s,PASSED
setEncryptedText,Chrome 64.0.3282.167,,2018-10-30 12:54:00,2018-10-30 12:54:00,0.153s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:00,2018-10-30 12:54:00,0.073s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - AnimalShelter,Chrome 64.0.3282.167,,2018-10-30 12:54:00,2018-10-30 12:54:03,2.992s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:00,2018-10-30 12:54:02,1.553s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:54:02,2018-10-30 12:54:03,1.272s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CampaignFinance,Chrome 64.0.3282.167,,2018-10-30 12:54:03,2018-10-30 12:54:08,5.518s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:03,2018-10-30 12:54:03,0.188s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:54:03,2018-10-30 12:54:04,0.160s,PASSED
setEncryptedText,Chrome 64.0.3282.167,,2018-10-30 12:54:04,2018-10-30 12:54:04,0.090s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:04,2018-10-30 12:54:06,2.278s,PASSED
verifyElementPresent,Chrome 64.0.3282.167,,2018-10-30 12:54:06,2018-10-30 12:54:08,2.615s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CSAHearingsAppeals,Chrome 64.0.3282.167,,2018-10-30 12:54:09,2018-10-30 12:54:10,1.490s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:09,2018-10-30 12:54:10,1.288s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - PlannedBuildingGroups,Chrome 64.0.3282.167,,2018-10-30 12:54:10,2018-10-30 12:54:16,6.083s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:10,2018-10-30 12:54:12,1.847s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:54:12,2018-10-30 12:54:12,0.156s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:12,2018-10-30 12:54:13,0.709s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:13,2018-10-30 12:54:16,3.201s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - eBiz,Chrome 64.0.3282.167,,2018-10-30 12:54:16,2018-10-30 12:54:18,1.646s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:16,2018-10-30 12:54:17,0.793s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:54:17,2018-10-30 12:54:17,0.242s,PASSED
setEncryptedText,Chrome 64.0.3282.167,,2018-10-30 12:54:17,2018-10-30 12:54:18,0.238s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:18,2018-10-30 12:54:18,0.186s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - LicenseHearings,Chrome 64.0.3282.167,,2018-10-30 12:54:18,2018-10-30 12:54:52,34.526s,FAILED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:18,2018-10-30 12:54:21,2.749s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:21,2018-10-30 12:54:52,31.572s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - RecyclingDirectory,Chrome 64.0.3282.167,,2018-10-30 12:54:52,2018-10-30 12:54:56,3.429s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:52,2018-10-30 12:54:55,2.416s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:54:55,2018-10-30 12:54:56,0.676s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:56,2018-10-30 12:54:56,0.123s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - DIAPayments,Chrome 64.0.3282.167,,2018-10-30 12:54:56,2018-10-30 12:54:58,1.845s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:56,2018-10-30 12:54:56,0.452s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:56,2018-10-30 12:54:56,0.109s,PASSED
waitForElementVisible,Chrome 64.0.3282.167,,2018-10-30 12:54:56,2018-10-30 12:54:57,0.561s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:54:57,2018-10-30 12:54:58,0.546s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - InmateSearch,Chrome 64.0.3282.167,,2018-10-30 12:54:58,2018-10-30 12:55:00,2.059s,FAILED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:54:58,2018-10-30 12:54:59,1.371s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:54:59,2018-10-30 12:55:00,0.462s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - CouncilBills,Chrome 64.0.3282.167,,2018-10-30 12:55:00,2018-10-30 12:55:10,10.636s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:00,2018-10-30 12:55:02,2.499s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:02,2018-10-30 12:55:07,4.821s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:07,2018-10-30 12:55:07,0.081s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:07,2018-10-30 12:55:10,3.018s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - VoterRegistration,Chrome 64.0.3282.167,,2018-10-30 12:55:10,2018-10-30 12:55:12,1.776s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:10,2018-10-30 12:55:12,1.527s,PASSED
Statement - titleWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 64.0.3282.167,,2018-10-30 12:55:12,2018-10-30 12:55:12,0.025s,PASSED
verifyMatch,Chrome 64.0.3282.167,,2018-10-30 12:55:12,2018-10-30 12:55:12,0.013s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ParkCitations,Chrome 64.0.3282.167,,2018-10-30 12:55:12,2018-10-30 12:55:14,1.697s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:12,2018-10-30 12:55:14,1.409s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:14,2018-10-30 12:55:14,0.117s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CSAHearingsMediation,Chrome 64.0.3282.167,,2018-10-30 12:55:14,2018-10-30 12:55:15,1.129s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:14,2018-10-30 12:55:15,0.939s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - WaitlistEL,Chrome 64.0.3282.167,,2018-10-30 12:55:15,2018-10-30 12:55:17,2.115s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:15,2018-10-30 12:55:17,1.737s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:17,2018-10-30 12:55:17,0.116s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:17,2018-10-30 12:55:17,0.091s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ElectionResults,Chrome 64.0.3282.167,,2018-10-30 12:55:17,2018-10-30 12:55:19,2.465s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:17,2018-10-30 12:55:18,1.320s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:18,2018-10-30 12:55:19,0.948s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - PoliceRecords,Chrome 64.0.3282.167,,2018-10-30 12:55:19,2018-10-30 12:55:21,1.743s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:20,2018-10-30 12:55:20,0.582s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:20,2018-10-30 12:55:21,0.993s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ArtsVenues-AdvancedDeposit,Chrome 64.0.3282.167,Verify you can get to page and interact with an element,2018-10-30 12:55:21,2018-10-30 12:55:22,0.950s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:21,2018-10-30 12:55:22,0.614s,PASSED
switchToFrame,Chrome 64.0.3282.167,,2018-10-30 12:55:22,2018-10-30 12:55:22,0.068s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:22,2018-10-30 12:55:22,0.105s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - eForclosure,Chrome 64.0.3282.167,,2018-10-30 12:55:22,2018-10-30 12:55:24,1.731s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:22,2018-10-30 12:55:24,1.457s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:24,2018-10-30 12:55:24,0.113s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - ElectionArchive,Chrome 64.0.3282.167,,2018-10-30 12:55:24,2018-10-30 12:55:25,1.153s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:24,2018-10-30 12:55:25,0.943s,PASSED
getWindowTitle,Chrome 64.0.3282.167,,2018-10-30 12:55:25,2018-10-30 12:55:25,0.026s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - BuldingPermitStatus,Chrome 64.0.3282.167,,2018-10-30 12:55:25,2018-10-30 12:55:26,1.235s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:25,2018-10-30 12:55:25,0.203s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:25,2018-10-30 12:55:26,0.208s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:26,2018-10-30 12:55:26,0.077s,PASSED
verifyElementVisible,Chrome 64.0.3282.167,,2018-10-30 12:55:26,2018-10-30 12:55:26,0.569s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - TieBookSearch,Chrome 64.0.3282.167,,2018-10-30 12:55:26,2018-10-30 12:55:32,5.541s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:26,2018-10-30 12:55:28,1.708s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:28,2018-10-30 12:55:28,0.152s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:28,2018-10-30 12:55:28,0.134s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:28,2018-10-30 12:55:32,3.279s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:32,2018-10-30 12:55:32,0.078s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - PoliceClasses,Chrome 64.0.3282.167,,2018-10-30 12:55:32,2018-10-30 12:55:33,1.049s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:32,2018-10-30 12:55:33,0.584s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:33,2018-10-30 12:55:33,0.211s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:33,2018-10-30 12:55:33,0.081s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - Waitlist,Chrome 64.0.3282.167,,2018-10-30 12:55:33,2018-10-30 12:55:36,2.868s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:33,2018-10-30 12:55:36,2.662s,PASSED
Statement - title = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 64.0.3282.167,,2018-10-30 12:55:36,2018-10-30 12:55:36,0.039s,PASSED
verifyMatch,Chrome 64.0.3282.167,,2018-10-30 12:55:36,2018-10-30 12:55:36,0.001s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - CompostSignup,Chrome 64.0.3282.167,,2018-10-30 12:55:36,2018-10-30 12:55:39,3.381s,FAILED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:36,2018-10-30 12:55:38,1.891s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:38,2018-10-30 12:55:39,0.683s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-10-30 12:55:39,2018-10-30 12:55:39,0.170s,PASSED
selectOptionByValue,Chrome 64.0.3282.167,,2018-10-30 12:55:39,2018-10-30 12:55:39,0.445s,FAILED
,,,,,,
Test Cases/Denvergov/Denvergov - SubdivisionSurveys,Chrome 64.0.3282.167,,2018-10-30 12:55:39,2018-10-30 12:55:41,1.752s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:39,2018-10-30 12:55:40,0.453s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:40,2018-10-30 12:55:40,0.166s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:40,2018-10-30 12:55:41,0.811s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:41,2018-10-30 12:55:41,0.107s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - RestaurantInspections,Chrome 64.0.3282.167,,2018-10-30 12:55:41,2018-10-30 12:55:43,2.258s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:41,2018-10-30 12:55:42,0.770s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:42,2018-10-30 12:55:42,0.160s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:42,2018-10-30 12:55:43,0.671s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:43,2018-10-30 12:55:43,0.446s,PASSED
,,,,,,
Test Cases/Denvergov/Denvergov - Property,Chrome 64.0.3282.167,,2018-10-30 12:55:43,2018-10-30 12:55:47,3.654s,PASSED
navigateToUrl,Chrome 64.0.3282.167,,2018-10-30 12:55:43,2018-10-30 12:55:45,1.411s,PASSED
setText,Chrome 64.0.3282.167,,2018-10-30 12:55:45,2018-10-30 12:55:45,0.186s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:45,2018-10-30 12:55:45,0.083s,PASSED
click,Chrome 64.0.3282.167,,2018-10-30 12:55:45,2018-10-30 12:55:47,1.703s,PASSED
verifyElementPresent,Chrome 64.0.3282.167,,2018-10-30 12:55:47,2018-10-30 12:55:47,0.049s,PASSED
